source,sourceId,name,slug,amenity,category,areaHint,address,latitude,longitude,phone,website,instagram,imageUrl,imageSource,imageStatus,realImageUrl,fallbackCoverImage,openingHours,cuisine,internetAccess,hasWifiSignal,wfcScore,curationStatus,notes
openstreetmap,node/13687934901,Kopi Pandan Arang,kopi-pandan-arang,,coffee_shop,,Jalan Candi Dukuh,-7.7018629,110.4072936,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/13688123301,Kopi Pasir,kopi-pasir,,coffee_shop,,,-7.7029332,110.4068055,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11414284076,Kopi Stasiun Kalasan,kopi-stasiun-kalasan,cafe,coffee_shop,,,-7.7740216,110.4655991,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop,yes,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/12207897950,kopi temon,kopi-temon,,coffee_shop,,,-7.6999373,110.3648148,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5920021185,Kopi Tengkleng,kopi-tengkleng,cafe,coffee_shop,,,-7.7034528,110.3738935,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11233742084,Kopi Tiam Kapuas Hulu,kopi-tiam-kapuas-hulu,cafe,coffee_shop,,Jalan Wirajaya,-7.7549837,110.3955794,+62 812-1586-7301,,kopitiamkapuashulu,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5835296988,Kopi Walik,kopi-walik,,coffee_shop,,,-7.8027916,110.3650343,,,kopi.walik,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/510478187,KOPILOG,kopilog,cafe,coffee_shop,,,-7.7309146,110.3808467,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,16:00-24:00,,no,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/6009413369,Laju Kopi Cepat,laju-kopi-cepat,cafe,coffee_shop,,,-7.7609119,110.380013,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4744222294,Legend Cafe,legend-cafe,cafe,cafe,,,-7.78813,110.3730222,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/332633991,LEIDEN Coffee & Work,leiden-coffee-work,cafe,coffee_shop,Sleman,"Gang Dandangulo, No. 7, Sleman",-7.7612105,110.3785159,+6285156838948,https://instagram.com/leiden.coffee,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,Mo-Su 08:00-23:00,coffee_shop;bowl,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11496031048,Leksa Ganesha Batik Coffee,leksa-ganesha-batik-coffee,,coffee_shop,,,-7.8717285,110.3536215,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,Mo-Su 07:00-21:00,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/9670249162,"Lituhayu Shadow ""Puppet"" Coffee",lituhayu-shadow-puppet-coffee,,coffee_shop,,,-7.76212,110.4704917,+62 274 2850353,,lituhayucoffee,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,"Mo, We-Su 16:00-23:00",,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5869827594,Loko Cafe,loko-cafe,cafe,cafe,,,-7.7902609,110.3754232,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/8519277413,Loko Coffee Shop,loko-coffee-shop,cafe,coffee_shop,,,-7.7897939,110.3659966,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,24/7,,,false,3,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/610114214,Loop Station Yogyakarta,loop-station-yogyakarta,,coworking_space,Yogyakarta,"Jalan Pangurakan, 2, Yogyakarta",-7.8021451,110.3650272,,,,/dataset-images/wfc-coworking.svg,fallback-cover,fallback,,/dataset-images/wfc-coworking.svg,,,,false,3,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/3521371891,Lux Coffee,lux-coffee,cafe,coffee_shop,,,-7.7724642,110.3973456,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5813593353,Maison Daruma,maison-daruma,cafe,cafe,,,-7.7977161,110.3926953,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/899216503,Marisini Coffee,marisini-coffee,cafe,coffee_shop,,,-7.7331611,110.3993133,,,marisini.coffee,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4754834422,MARKO milk & coffee,marko-milk-coffee,cafe,coffee_shop,,,-7.8012501,110.3441265,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5502639524,Mataram Loewak Coffee,mataram-loewak-coffee,cafe,coffee_shop,,"Jl. Pelem Wulung, 15",-7.8197766,110.4038274,+6287839996661,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/1416508621,Michael Kreme Gelato - Palagan,michael-kreme-gelato-palagan,cafe,cafe,Sleman,"Jalan Shinta, Sleman",-7.7279447,110.3776493,+6281127013859,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,24/7,ice_cream;coffee_shop;gelato,yes,false,3,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/13279121379,Nabe Coffee,nabe-coffee,cafe,coffee_shop,,,-7.7769584,110.3927627,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,Mo-Su 07:00-00:00,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11873831454,Nilu Coffee,nilu-coffee,,coffee_shop,,,-7.749111,110.4010151,,https://pameo.co/,,https://pameo.co/wp-content/uploads/2024/02/Mask-Group-31.jpg,website-og-image,scraped,https://pameo.co/wp-content/uploads/2024/02/Mask-Group-31.jpg,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/6780317586,Omah Kopi Loewak,omah-kopi-loewak,cafe,coffee_shop,,,-7.8090233,110.3621536,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11370563388,Omah Mapan Coworking Space & Cafe,omah-mapan-coworking-space-cafe,cafe,cafe,Yogyakarta,"Jl. Prof. DR. Soepomo Sh No.55, Janturan, Warungboto, Kec. Umbulharjo, 55, Yogyakarta",-7.8068599,110.3900862,+62811-2505-858,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,,yes,false,5,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5375657524,Omah Roti Sidomukti,omah-roti-sidomukti,cafe,cafe,,"Jalan Sidomukti, 32",-7.8067428,110.36117,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,cake;tea;coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/12298809450,One Percent Coffee,one-percent-coffee,cafe,coffee_shop,,,-7.7583803,110.3724789,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5604525422,Pako Coffee,pako-coffee,cafe,coffee_shop,,,-7.8148959,110.3626498,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/362495082,Paperplane Coffee,paperplane-coffee,cafe,coffee_shop,Yogyakarta,"Jalan Pringgodani No.1B, Yogyakarta",-7.7748886,110.3932312,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/362495130,Paperplane Coffee,paperplane-coffee,cafe,coffee_shop,,,-7.7747826,110.3932486,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4245432589,Peacock Coffee,peacock-coffee,cafe,coffee_shop,,Jalan Palagan Tentara Pelajar,-7.7434003,110.3740773,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,24/7,coffee_shop,wlan,true,5,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4210616498,Pier 14 Coffee,pier-14-coffee,cafe,coffee_shop,,,-7.7869399,110.361719,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/8377630634,Point Coffee,point-coffee,cafe,coffee_shop,,,-7.7283714,110.3989862,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/8570433137,Point Coffee,point-coffee,cafe,coffee_shop,,,-7.7606429,110.3692488,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5502583721,Raden Susu,raden-susu,cafe,cafe,,13,-7.8078578,110.359174,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,ice_cream;asian;pizza;coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/9857637391,Rakopiran Coffee,rakopiran-coffee,,coffee_shop,,,-7.8279462,110.3604233,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/917426573,Redwood Coffee House,redwood-coffee-house,cafe,coffee_shop,,,-7.7572377,110.428109,+622742839769,,redwood.coffee,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/610105574,Rekaya Artisan Coffee & Eatery,rekaya-artisan-coffee-eatery,cafe,coffee_shop,,,-7.798093,110.4056958,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop;chicken,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,way/536012599,rinjani coffee time,rinjani-coffee-time,cafe,coffee_shop,,,-7.8326113,110.4210284,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,07:00-00:00,,yes,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/10620765359,Ruang Jaka Coffee & Free Wifi,ruang-jaka-coffee-free-wifi,cafe,coffee_shop,Kadipaten,"Jalan Polowijan, 17B, Kadipaten",-7.8078152,110.3588767,,https://www.instagram.com/ruangjaka,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,Mo-Su 10:00-23:00,coffee_shop;tea;juice;fries,wlan,true,7,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/3229480991,Rumah Bawah Coffee & Chill,rumah-bawah-coffee-chill,cafe,coffee_shop,,,-7.7676979,110.3925928,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5711360921,Salami Kopi,salami-kopi,cafe,coffee_shop,,,-7.7908887,110.3640392,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,tea;coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/6984812085,Saorsa Selatan,saorsa-selatan,cafe,cafe,Yogyakarta,"Jalan Keloran - Nitiprayan, 1, Yogyakarta",-7.8196821,110.3431958,+62 899 1745 660,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Mo-Su 14:00-02:00,tea;coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/12744612001,Sapulu Coffee,sapulu-coffee,,coffee_shop,,,-7.8071292,110.3667998,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5583703721,Sellie coffee,sellie-coffee,cafe,coffee_shop,,,-7.8202523,110.3719679,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/9719991707,Semuda Kopi,semuda-kopi,,coffee_shop,,,-7.7431999,110.4189995,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4460180999,Silol Cafe,silol-cafe,cafe,cafe,,,-7.7843162,110.3746544,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/6320265390,Slurp - Cold Brew Coffee,slurp-cold-brew-coffee,,coffee_shop,,Jl. Veteran,-7.8160453,110.386079,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,Mo-Su 10:00-00:00,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4785817026,Starbucks,starbucks,cafe,cafe,,,-7.7949429,110.3656557,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Mo-Su 10:00-22:00,coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4592712997,studio kopi,studio-kopi,cafe,coffee_shop,,,-7.7758886,110.4157197,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,08:00-23:00,coffee_shop,yes,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5905646587,SUA Coffee,sua-coffee,cafe,coffee_shop,,,-7.7939951,110.3647837,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,cake;coffee_shop,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/13172863117,Tanamera Coffee Indonesia,tanamera-coffee-indonesia,cafe,coffee_shop,,"jl Jenderal Sudirman, 9",-7.7825671,110.3676318,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,coffee_shop,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4406412789,Tea Factory,tea-factory,cafe,cafe,,Jalan Bumijo,-7.7864131,110.362908,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Mo-Su 10:00-22:00,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5481909921,The Civet house,the-civet-house,cafe,cafe,,,-7.7900657,110.3637109,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Mo-Su 09:00-23:00,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/7097841488,Tirana art house & kitchen,tirana-art-house-kitchen,cafe,cafe,,"Jalan Suryonodiningratan, 55",-7.8177449,110.3574554,+62 274 411615,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Mo-Su 09:00-00:00,indonesian;regional;coffee_shop;local,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11553227969,Toilet Kopi Gamol,toilet-kopi-gamol,toilets,coffee_shop,,,-7.8068803,110.2943396,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/13088382865,TOMORO Coffee,tomoro-coffee,cafe,coffee_shop,,,-7.7796271,110.4142066,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,Mo-Su 08:00-21:00,coffee_shop,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/13740191501,Tuman Coffee Street,tuman-coffee-street,,coffee_shop,,,-7.7166788,110.4057008,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/4992120622,Wanderlust,wanderlust,cafe,cafe,,"Gang I, 96",-7.7910337,110.3651586,+62-274-2921902,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Tu-Su 10:00-22:00,coffee_shop;tea;indonesian,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11269108569,Warkop Hippies,warkop-hippies,cafe,cafe,,,-7.7740245,110.3983236,,,,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11171026945,Wastu Kopi,wastu-kopi,cafe,coffee_shop,,,-7.7722677,110.3889307,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/11307291669,WK. Ahau,wk-ahau,cafe,cafe,,,-7.7764402,110.4101322,,,warkopahau,/dataset-images/wfc-cafe.svg,fallback-cover,fallback,,/dataset-images/wfc-cafe.svg,Mo-Su 06:00-00:00,,wlan,true,4,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
openstreetmap,node/5728015121,Yohann Coffee Roastery,yohann-coffee-roastery,,coffee_shop,,"Jalan HOS Cokroaminoto, 29",-7.7989083,110.3522518,,,,/dataset-images/wfc-coffee.svg,fallback-cover,fallback,,/dataset-images/wfc-coffee.svg,,,,false,2,needs_review,"Candidate from OpenStreetMap. Verify WFC quality manually: wifi, sockets, ambience, seating, and current operating status."
